sku,18K,14K,9K
C002610,66340,60590,53747
C002612,36210,32127,27412
C002613,36210,32127,27412
C002615,57312,53920,50010
C002616,57312,53920,50010
C002618,39775,38625,37360
C002619,39775,38625,37360
C002621,70825,69215,67375
C002622,70825,69215,67375
C002624,57370,54322,50757
C002625,57370,54322,50757
C002627,36210,34830,33105
C002628,36210,34830,33105
C002657,40752,35002,28275
C002658,40752,35002,28275
C002660,28275,23790,19572
C002661,28275,23790,19572
C002663,65650,55530,43627
C002664,65650,55530,43627
C002678,23847,23712,22620
C002679,23847,23712,22620
C002681,23675,20837,16352
C002682,23675,20837,16352
C002684,30805,26435,22160
C002685,30805,26435,22160
C002687,55012,47077,37705
C002688,55012,47077,37705
C002666,42707,38280,33220
C002667,42707,38280,33220
C002669,27700,26032,23962
C002670,27700,26032,23962
C002672,16697,14742,12557
C002673,16697,14742,12557
C002675,24710,23022,20032
C002676,24710,23022,20032
C002693,36670,33852,30460
C002694,36670,33852,30460
C002696,17617,16180,14570
C002697,17617,16180,14570
C002699,14340,12672,10660
C002700,14340,12672,10660
C002702,25515,23330,21642
C002703,25515,23330,21642
C002690,51447,48745,45525
C002691,51447,48745,45525
C002786,57082,51735,45410
C002787,57082,51735,45410
C002789,57197,53632,49435
C002790,57197,53632,49435
C002792,30690,27930,24710
C002793,30690,27930,24710
C002795,42765,37417,31150
C002796,42765,37417,31150
C002798,35922,31667,26607
C002799,35922,31667,26607
C002780,37130,34485,31207
C002781,37130,34485,31207
C002711,67375,59440,50010
C002712,67375,59440,50010
C002714,39775,37245,34312
C002715,39775,37245,34312
C002723,40465,37590,34197
C002724,40465,37590,34197
C002735,92157,89110,85545
C002736,92157,89110,85545
C002750,68122,63810,58807
C002751,68122,63810,58807
C002753,68122,63810,58807
C002754,68122,63810,58807
C002759,84855,79737,73700
C002760,84855,79737,73700
C002762,84855,79737,73700
C002763,84855,79737,73700
C002765,39487,36957,33852
C002766,39487,36957,33852
C002768,47997,45122,41672
C002769,47997,45122,41672
C002825,54265,46962,38337
C002826,54265,46962,38337
C002828,40637,34715,27642
C002829,40637,34715,27642
C002831,56162,49952,42650
C002832,56162,49952,42650
C002834,55185,50182,44260
C002835,55185,50182,44260
C002837,57772,51735,44605
C002838,57772,51735,44605
C002840,65650,61740,57140
C002841,65650,61740,57140
C002843,25227,21470,16007
C002844,25227,21470,16007
C002846,50815,45237,38682
C002847,50815,45237,38682
C002630,33162,30517,27527
C002631,33162,30517,27527
C002633,72607,70020,66972
C002634,72607,70020,66972
C002636,82612,78875,74562
C002637,82612,78875,74562
C002639,44950,41557,37647
C002640,44950,41557,37647
C002642,35692,32587,29022
C002643,35692,32587,29022
C002645,38625,35290,31437
C002646,38625,35290,31437
C002651,29885,26492,23425
C002652,29885,26492,23425
C002654,44892,41155,36612
C002655,44892,41155,36612
C002849,50987,46502,41327
C002850,50987,46502,41327
C002852,59152,51677,42765
C002853,59152,51677,42765
C002855,45640,40925,35347
C002856,45640,40925,35347
C002858,58922,51850,43512
C002859,58922,51850,43512
C002861,75137,73872,72435
C002862,75137,73872,72435
C002864,74390,66972,58290
C002865,74390,66972,58290
C002867,73470,63292,51332
C002868,73470,63292,51332
C002870,44950,38222,30345
C002871,44950,38222,30345
C002873,45122,40637,35347
C002874,45122,40637,35347
C002879,48802,41270,32472
C002880,48802,41270,32472
C002882,56162,48515,39487
C002883,56162,48515,39487
C002885,70767,65247,58750
C002886,70767,65247,58750
C002891,52252,47020,40810
C002892,52252,47020,40810
C002894,57830,49492,39602
C002895,57830,49492,39602
C002900,73297,65362,55932
C002901,73297,65362,55932
C002903,36325,31322,25400
C002904,36325,31322,25400
C002906,69847,64442,58175
C002907,69847,64442,58175
C002909,59497,52655,44662
C002910,59497,52655,44662
C002801,23252,22332,21125
C002802,23252,22332,21125
C002804,38510,37475,36325
C002805,38510,37475,36325
C002807,53862,52712,51505
C002808,53862,52712,51505
C002810,80312,79220,77897
C002811,80312,79220,77897
C002813,56622,54035,50930
C002814,56622,54035,50930
C002816,79162,74965,70020
C002817,79162,74965,70020
C002819,46215,42592,38395
C002820,46215,42592,38395
C002822,73700,71342,68525
C002823,73700,71342,68525
C003092,80945,77035,72377
C003093,80945,77035,72377
C002771,28332,25515,23080
C002772,28332,25515,23080
C002777,22390,19227,15605
C002778,22390,19227,15605
C002774,21125,17330,12960
C002775,21125,17330,12960
C002912,28792,25400,22217
C002913,28792,25400,22217
C002918,44892,41730,38050
C002919,44892,41730,38050
C002921,55875,51160,45697
C002922,55875,51160,45697
C002924,32070,27987,23272
C002925,32070,27987,23272
C002927,33105,28102,23195
C002928,33105,28102,23195
C002930,53517,47307,40062
C002931,53517,47307,40062
C002933,38452,33507,27700
C002934,38452,33507,27700
C002936,31840,27182,22677
C002937,31840,27182,22677
C002939,32875,29195,24882
C002940,32875,29195,24882
C002942,56680,51965,46445
C002943,56680,51965,46445
C002945,18365,16295,13880
C002946,18365,16295,13880
C002948,38452,35922,32990
C002949,38452,35922,32990
C002951,33277,30230,26722
C002952,33277,30230,26722
C002954,100092,96872,93077
C002955,100092,96872,93077
C002957,44490,42420,39947
C002958,44490,42420,39947
C002960,88937,86005,82555
C002961,88937,86005,82555
C002963,56277,53345,50010
C002964,56277,53345,50010
C002966,25055,23195,20032
C002967,25055,23195,20032
C002969,28792,25055,21585
C002970,28792,25055,21585
C002975,133672,130625,127060
C002976,133672,130625,127060
C002984,142815,139307,135167
C002985,142815,139307,135167
C002990,48802,44202,38625
C002991,48802,44202,38625
C002993,25745,23252,19342
C002994,25745,23252,19342
C003116,44950,40292,34945
C003117,44950,40292,34945
C003119,11350,9912,8072
C003120,11350,9912,8072
C003122,15030,13535,11810
C003123,15030,13535,11810
C003125,14397,12327,9912
C003126,14397,12327,9912
C003128,11292,9855,8187
C003129,11292,9855,8187
C003131,18652,16755,14512
C003132,18652,16755,14512
C003134,18020,16122,13880
C003135,18020,16122,13880
C003137,20147,18250,16007
C003138,20147,18250,16007
C003140,29597,27412,24825
C003141,29597,27412,24825
C003143,18767,17272,15432
C003144,18767,17272,15432
C003146,20780,19170,17445
C003147,20780,19170,17445
C003149,25515,23330,21642
C003150,25515,23330,21642
C003152,17215,15432,13477
C003153,17215,15432,13477
C003155,21757,20032,18020
C003156,21757,20032,18020
C003158,26320,24192,22677
C003159,26320,24192,22677
C003113,23387,21470,18135
C003114,23387,21470,18135
C003101,36152,31380,25802
C003102,36152,31380,25802
C003104,41155,36440,30977
C003105,41155,36440,30977
C003107,34485,30977,27010
C003108,34485,30977,27010
C003110,29712,27125,24135
C003111,29712,27125,24135
C003311,21355,18365,14857
C003312,21355,18365,14857
C003314,64442,60532,55990
C003315,64442,60532,55990
C003317,14685,13362,11867
C003318,14685,13362,11867
C003320,22907,21297,19285
C003321,22907,21297,19285
C003323,29195,26722,23847
C003324,29195,26722,23847
C003326,26837,24882,23540
C003327,26837,24882,23540
C003161,16985,15317,13305
C003162,16985,15317,13305
C003164,18710,17042,15202
C003165,18710,17042,15202
C003167,20435,18710,16697
C003168,20435,18710,16697
C003170,13650,12097,10200
C003171,13650,12097,10200
C003173,31725,28965,25802
C003174,31725,28965,25802
C003176,24020,23022,20780
C003177,24020,23022,20780
C003203,13650,12097,10200
C003204,13650,12097,10200
C003206,17502,15662,13535
C003207,17502,15662,13535
C003209,15375,13765,11810
C003210,15375,13765,11810
C003212,15375,13765,11810
C003213,15375,13765,11810
C003215,28965,26780,24192
C003216,28965,26780,24192
C003221,42995,38970,34197
C003222,42995,38970,34197
C003224,15145,13305,11120
C003225,15145,13305,11120
C003227,16697,14742,12557
C003228,16697,14742,12557
C003233,15662,13937,11982
C003234,15662,13937,11982
C003251,47077,45237,43110
C003252,47077,45237,43110
C003254,29885,28160,26090
C003255,29885,28160,26090
C003260,11580,10660,9510
C003261,11580,10660,9510
C003263,27067,25917,24537
C003264,27067,25917,24537
C003269,19687,17790,15547
C003270,19687,17790,15547
C003272,24652,23655,21412
C003273,24652,23655,21412
C003275,28562,26895,24825
C003276,28562,26895,24825
C003329,26492,24135,22275
C003330,26492,24135,22275
C003332,32472,27010,21412
C003333,32472,27010,21412
C003335,32472,27010,21412
C003338,41845,36555,30287
C003339,41845,36555,30287
C003341,29137,24997,21067
C003342,29137,24997,21067
C003344,40580,36152,31092
C003345,40580,36152,31092
C003347,35290,32415,29022
C003348,35290,32415,29022
C003194,18365,15375,11867
C003195,18365,15375,11867
C003230,60877,56277,50987
C003231,60877,56277,50987
C003278,47192,42765,37475
C003279,47192,42765,37475
C003281,64845,58175,50297
C003282,64845,58175,50297
C003290,60935,53862,45467
C003291,60935,53862,45467
C003350,30115,25457,20895
C003351,30115,25457,20895
C003218,101875,90490,76977
C003219,101875,90490,76977
C003293,51390,46100,39775
C003294,51390,46100,39775
C003296,56162,49952,42650
C003297,56162,49952,42650
C003299,52482,46732,39947
C003300,52482,46732,39947
C003302,49032,44145,38395
C003303,49032,44145,38395
C003356,31725,28792,25342
C003357,31725,28792,25342
C003359,41845,36555,30287
C003360,41845,36555,30287
C001892,44202,39372,33622
C001893,44202,39372,33622
C003377,40005,36900,33105
C003378,40005,36900,33105
C003371,28045,23617,19400
C003372,28045,23617,19400
C003380,116710,114467,111822
C003381,116710,114467,111822
C003389,31840,27585,23540
C003390,31840,27585,23540
C003266,21182,19917,18250
C003267,21182,19917,18250
C003374,41672,34600,26320
C003375,41672,34600,26320
C003383,117745,115272,112397
C003384,117745,115272,112397
C002915,19342,17675,15777
C002916,19342,17675,15777
C000932,66340,62487,58002
C000933,66340,62487,58002
C003407,50930,48170,45007
C003408,50930,48170,45007
C003410,23770,21700,19170
C003411,23770,21700,19170
C003413,24652,23655,21412
C003414,24652,23655,21412
C003416,24020,23022,20780
C003417,24020,23022,20780
C003419,51562,44030,35290
C003420,51562,44030,35290
C003422,31610,29022,26032
C003423,31610,29022,26032
C003425,128957,126600,123840
C003426,128957,126600,123840
C003428,67375,65017,62200
C003429,67375,65017,62200
C003431,211987,209342,206180
C003432,211987,209342,206180
C003434,126082,123725,120907
C003435,126082,123725,120907
C003437,62775,60647,58175
C003438,62775,60647,58175
C003440,33852,31437,28677
C003441,33852,31437,28677
C003443,66915,64615,61855
C003444,66915,64615,61855
C003446,210952,208537,205605
C003447,210952,208537,205605
C003452,39487,37245,34600
C003453,39487,37245,34600
C003455,133212,130222,126772
C003456,133212,130222,126772
C003458,29080,25860,23022
C003459,29080,25860,23022
C003461,35347,31610,27125
C003462,35347,31610,27125
C003464,23502,21182,17445
C003465,23502,21182,17445
C003482,55070,52827,50182
C003483,55070,52827,50182
C003485,236885,233435,229295
C003486,236885,233435,229295
C003494,69905,67777,65190
C003495,69905,67777,65190
C003467,45295,40005,33795
C003468,45295,40005,33795
C003470,61050,54437,46617
C003471,61050,54437,46617
C003473,52482,45812,38050
C003474,52482,45812,38050
C003476,50067,43857,36612
C003477,50067,43857,36612
C003479,72952,64155,53747
C003480,72952,64155,53747
C003488,98310,95435,91985
C003489,98310,95435,91985
C003491,387535,384430,380922
C003492,387535,384430,380922
C003497,154085,150520,146380
C003498,154085,150520,146380
C003500,91122,88190,84740
C003501,91122,88190,84740
C003506,23597,21412,18825
C003507,23597,21412,18825
C003509,20780,18882,16697
C003510,20780,18882,16697
C003515,123610,119240,114122
C003516,123610,119240,114122
C003518,39832,36440,32530
C003519,39832,36440,32530
C003521,51792,47997,43455
C003522,51792,47997,43455
C003524,109005,106072,102622
C003525,109005,106072,102622
C003527,186802,183467,179672
C003528,186802,183467,179672
C003530,60590,57370,53690
C003531,60590,57370,53690
C003533,42650,39602,35922
C003534,42650,39602,35922
C003536,65880,63810,61337
C003537,65880,63810,61337
C003539,63407,61740,59785
C003540,63407,61740,59785
C003638,35462,33507,31265
C003639,35462,33507,31265
C003641,60475,58002,54897
C003642,60475,58002,54897
C003713,52080,48975,45352
C003714,52080,48975,45352
C003542,103255,100840,97907
C003543,103255,100840,97907
C003596,74907,72895,70537
C003597,74907,72895,70537
C003545,68985,66282,63062
C003546,68985,66282,63062
C003548,63867,62142,60130
C003549,63867,62142,60130
C003551,196347,194162,191575
C003552,196347,194162,191575
C003554,116595,113375,109637
C003555,116595,113375,109637
C003557,79277,77782,75942
C003558,79277,77782,75942
C003572,63407,61740,59785
C003573,63407,61740,59785
C003725,33105,30287,26895
C003726,33105,30287,26895
C003728,36670,31782,26090
C003729,36670,31782,26090
C003731,48170,42822,36555
C003732,48170,42822,36555
C003734,61912,57025,51275
C003735,61912,57025,51275
C003737,43742,38107,31380
C003738,43742,38107,31380
C003740,49895,44547,38280
C003741,49895,44547,38280
C003563,45812,43512,40925
C003564,45812,43512,40925
C003581,82152,79450,76230
C003582,82152,79450,76230
C003590,217277,214115,210377
C003591,217277,214115,210377
C003617,26435,25285,23905
C003618,26435,25285,23905
C003599,232457,229985,227110
C003600,232457,229985,227110
C003584,29597,27412,24825
C003585,29597,27412,24825
C003587,36900,33852,30287
C003588,36900,33852,30287
C003593,33277,30805,27930
C003594,33277,30805,27930
C003632,65822,63982,61855
C003633,65822,63982,61855
C003635,48975,46732,44030
C003636,48975,46732,44030
C003653,42247,39487,36267
C003654,42247,39487,36267
C003656,239932,236252,231825
C003657,239932,236252,231825
C003659,92042,89110,85660
C003660,92042,89110,85660
C003662,37245,34772,31782
C003663,37245,34772,31782
C003671,64902,62947,60705
C003672,64902,62947,60705
C003674,210090,207790,205087
C003675,210090,207790,205087
C003677,208595,206582,204225
C003678,208595,206582,204225
C003695,84165,81405,78185
C003696,84165,81405,78185
C003698,34427,32185,29597
C003699,34427,32185,29597
C003701,229122,226305,222970
C003702,229122,226305,222970
C003704,31897,29770,27297
C003705,31897,29770,27297
C003716,37417,35117,32415
C003717,37417,35117,32415
C003719,25802,24077,22965
C003720,25802,24077,22965
C003629,264600,260862,256377
C003630,264600,260862,256377
C003707,21987,19687,16870
C003708,21987,19687,16870
C003830,55012,51102,46617
C003831,55012,51102,46617
C003569,47307,41097,33852
C003570,47307,41097,33852
C003665,66397,64212,61567
C003666,66397,64212,61567
C003668,213367,210435,207042
C003669,213367,210435,207042
C003833,127922,125680,122977
C003834,127922,125680,122977
C003806,51677,49607,47192
C003807,51677,49607,47192
C003803,33680,31380,28677
C003804,33680,31380,28677
C003815,36440,33795,30805
C003782,52137,48630,44490
C003783,52137,48630,44490
C003746,76057,73585,70710
C003747,76057,73585,70710
C003776,34945,32242,29080
C003777,34945,32242,29080
C003773,29597,27930,25917
C003774,29597,27930,25917
C003749,168517,165700,162365
C003750,168517,165700,162365
C003818,29425,27700,25745
C003819,29425,27700,25745
C003821,41672,39602,37187
C003822,41672,39602,37187
C003824,41040,38970,36555
C003825,41040,38970,36555
C003827,45467,43570,41212
C003828,45467,43570,41212
C003770,48917,46560,43800
C003771,48917,46560,43800
C003257,218772,215322,211240
C003258,218772,215322,211240
C003602,227455,223602,219060
C003603,227455,223602,219060
C003605,32070,29482,26320
C003606,32070,29482,26320
C003608,93365,89972,86005
C003609,93365,89972,86005
C003566,40177,35290,29597
C003567,40177,35290,29597
C003767,30172,28102,25572
C003768,30172,28102,25572
C003743,82095,78530,74332
C003744,82095,78530,74332
C003794,22102,20147,17962
C003795,22102,20147,17962
C003797,25112,23100,21700
C003798,25112,23100,21700
C003800,32357,29425,25975
C0038001,32357,29425,25975
C003809,28102,26435,24537
C003810,28102,26435,24537
C003812,30805,28792,26377
C003813,30805,28792,26377
C003791,24192,22620,19687
C003792,24192,22620,19687
C003785,40810,37992,34600
C003786,40810,37992,34600
C003788,33105,30805,28102
C003789,33105,30805,28102
C003851,32932,31437,29712
C003852,32932,31437,29712
C003839,34082,31610,28735
C003840,34082,31610,28735
C003842,54380,51160,47480
C003845,64902,61625,57772
C003846,64902,61625,57772
C003836,61740,57657,52885
C003837,61740,57657,52885
C003755,45697,42592,38855
C003756,45697,42592,38855
C003758,39602,37475,34887
C003759,39602,37475,34887
C003761,45985,43455,40465
C003762,45985,43455,40465
C003764,50527,46732,42190
C003765,50527,46732,42190
C003848,87385,83015,77840
C003849,87385,83015,77840
C003854,40695,38970,36900
C003855,40695,38970,36900
C003857,73585,70882,67777
C003858,73585,70882,67777
C003710,77495,74620,71227
C003711,77495,74620,71227
C003722,39717,37647,35232
C003723,39717,37647,35232
C003614,32127,30920,29482
C003615,32127,30920,29482
C003620,87615,85602,83302
C003621,87615,85602,83302
C003626,36440,34312,31782
C003627,36440,34312,31782
C003683,257470,254767,251662
C003684,257470,254767,251662
C003860,29885,27527,24767
C003861,29885,27527,24767
C003863,271960,268050,263507
C003864,271960,268050,263507
C003866,51965,49837,47250
C003872,39890,37417,34600
C003873,39890,37417,34600
C003875,37877,35347,32415
C003876,37877,35347,32415
C003878,37705,34657,31035
C003879,37705,34657,31035
C003881,48975,44892,40062
C003882,48975,44892,40062
C003884,51850,48112,43742
C003885,51850,48112,43742
C003887,46215,43340,40005
C003888,46215,43340,40005
C003890,59325,55932,51850
C003891,59325,55932,51850
C003893,53460,50872,47825
C003894,53460,50872,47825
C003923,53287,50125,46445
C003924,53287,50125,46445
C003926,36152,33795,31035
C003927,36152,33795,31035
C003929,47767,45640,43167
C003930,47767,45640,43167
C003956,34657,32185,29310
C003957,34657,32185,29310
C003897,32932,30977,28677
C003896,32932,30977,28677
C003899,23655,20837,17502
C003900,23655,20837,17502
C003902,40350,36152,31150
C003903,40350,36152,31150
C003905,27527,24997,22850
C003906,27527,24997,22850
C004037,309565,303067,295477
C004038,309565,303067,295477
C003908,57772,54495,50642
C003909,57772,54495,50642
C003911,39775,36785,33277
C003912,39775,36785,33277
C003914,23482,21125,18480
C003915,23482,21125,18480
C003932,63925,61050,57830
C003933,63925,61050,57830
C003935,40120,37532,34427
C003936,40120,37532,34427
C003938,34715,32357,29540
C003939,34715,32357,29540
C004040,258735,254422,249247
C004041,258735,254422,249247
C004043,311807,307782,303182
C004044,311807,307782,303182
C003941,26320,23905,21872
C003942,26320,23905,21872
C003944,23675,22217,19457
C003945,23675,22217,19457
C003869,51792,48975,45582
C003870,51792,48975,45582
C003917,23252,20607,17560
C003918,23252,20607,17560
C003920,25285,23367,20090
C003921,25285,23367,20090
C003947,25342,23942,21240
C003948,25342,23942,21240
C003953,29195,26722,23847
C003954,29195,26722,23847
C003959,113030,108430,103025
C003960,113030,108430,103025
C003962,35922,32530,28505
C003963,35922,32530,28505
C003971,31782,29597,26952
C003972,31782,29597,26952
C003980,28562,26032,23885
C003981,28562,26032,23885
C003998,28792,25975,23597
C003999,28792,25975,23597
C004013,55300,51792,47710
C004014,55300,51792,47710
C004082,40752,38625,36152
C004083,40752,38625,36152
C004085,45352,42592,39430
C004086,45352,42592,39430
C004088,53230,49550,45122
C004089,53230,49550,45122
C004091,54092,50470,46272
C004092,54092,50470,46272
C004094,75482,71802,67375
C004095,75482,71802,67375
C004097,92675,88535,83647
C004098,92675,88535,83647
C004100,40580,38280,35520
C004101,40580,38280,35520
C004103,31725,29252,26320
C004104,31725,29252,26320
C004106,47595,45295,42650
C004107,47595,45295,42650
C004109,35520,33162,30402
C004110,35520,33162,30402
C004112,60015,57082,53632
C004113,60015,57082,53632
C004115,33737,31552,28907
C004116,33737,31552,28907
C004118,31150,29367,27182
C004119,31150,29367,27182
C004121,78127,73642,68410
C004122,78127,73642,68410
C004124,72607,69157,65132
C004125,72607,69157,65132
C004127,57542,54035,49837
C004128,57542,54035,49837
C004130,36440,33795,30805
C004131,36440,33795,30805
C004133,44720,41787,38222
C004134,44720,41787,38222
C004136,41500,38567,35060
C004137,41500,38567,35060
C004139,70595,66512,61682
C004140,70595,66512,61682
C004142,37532,33967,29827
C004143,37532,33967,29827
C004145,31725,28965,25802
C004146,31725,28965,25802
C004148,35980,34082,31782
C004149,35980,34082,31782
C004151,91410,85832,79335
C004152,91410,85832,79335
C004154,63867,60475,56450
C004155,63867,60475,56450
C004157,42765,40292,37302
C004158,42765,40292,37302
C004160,70135,65420,59785
C004161,70135,65420,59785
C004163,50240,47020,43340
C004164,50240,47020,43340
C004166,35980,33565,30747
C004167,35980,33565,30747
C004169,31265,29137,26665
C004170,31265,29137,26665
C003986,21987,19400,16237
C003987,21987,19400,16237
C003989,24192,22620,19687
C003990,24192,22620,19687
C004172,62947,59267,55070
C004173,62947,59267,55070
C004175,65017,61510,57370
C004176,65017,61510,57370
C004187,23330,22332,20090
C004188,23330,22332,20090
C004190,28735,26837,24595
C004191,28735,26837,24595
C004196,52080,50182,47882
C004197,52080,50182,47882
C004205,34657,32415,29712
C004206,34657,32415,29712
C004193,26205,24250,22907
C004194,26205,24250,22907
C004199,61797,58347,54207
C004200,61797,58347,54207
C004202,52540,49262,45410
C004203,52540,49262,45410
C004178,70422,62315,52827
C004179,70422,62315,52827
C003983,28850,26262,23272
C003984,28850,26262,23272
C004209,28102,26147,23905
C004208,28102,26147,23905
C004211,29712,27642,25112
C004212,29712,27642,25112
C004214,35922,33047,29712
C004215,35922,33047,29712
C004217,61855,58060,53460
C004218,61855,58060,53460
C004220,21125,20205,18997
C004221,21125,20205,18997
C004223,31840,30172,28102
C004224,31840,30172,28102
C004226,37705,35865,33565
C004227,37705,35865,33565
C004229,32357,30517,28332
C004230,32357,30517,28332
C004232,29195,27527,25457
C004233,29195,27527,25457
C004235,18595,17560,16467
C004236,18595,17560,16467
C004238,36267,33910,31150
C004239,36267,33910,31150
C004241,31150,29367,27182
C004242,31150,29367,27182
C004244,24710,23942,22045
C004245,24710,23942,22045
C004247,20435,18997,17330
C004248,20435,18997,17330
C004250,25055,23675,23022
C004251,25055,23675,23022
C003965,35175,32587,29540
C003966,35175,32587,29540
C003968,38797,35290,35290
C003969,38797,35290,35290
C003974,48170,46790,45122
C003975,48170,46790,45122
C003977,38452,35117,31150
C003978,38452,35117,31150
C003992,30460,28045,25055
C003993,30460,28045,25055
C004001,33910,30000,25457
C004002,33910,30000,25457
C004004,37187,34657,31610
C004005,37187,34657,31610
C004016,38625,35980,32932
C004017,38625,35980,32932
C004031,31840,28735,24997
C004032,31840,28735,24997
C004025,37130,34830,32070
C004026,37130,34830,32070
C004028,36325,34197,31610
C004029,36325,34197,31610
C004034,95435,92560,89110
C004035,95435,92560,89110
C004046,56277,53345,49895
C004047,56277,53345,49895
C004052,56277,52597,48285
C004053,56277,52597,48285
C004055,81347,78530,75195
C004056,81347,78530,75195
C004349,170932,167942,164435
C004350,170932,167942,164435
C004352,383970,379945,375287
C004353,383970,379945,375287
C004007,120102,116537,112340
C004008,120102,116537,112340
C004010,33795,30575,26722
C004011,33795,30575,26722
C004019,34025,31782,29080
C004020,34025,31782,29080
C004022,56967,53920,50297
C004023,56967,53920,50297
C004058,79737,77552,74965
C004059,79737,77552,74965
C004061,68410,65190,61395
C004062,68410,65190,61395
C004064,42305,40350,38107
C004065,42305,40350,38107
C004067,74735,70882,66455
C004068,74735,70882,66455
C004070,107970,105555,102680
C004071,107970,105555,102680
C004073,69330,65937,61912
C004074,69330,65937,61912
C004076,43512,41040,38050
C004077,43512,41040,38050
C004079,28045,25860,23445
C004080,28045,25860,23445
C004253,20147,18480,16525
C004254,20147,18480,16525
C004256,56852,53230,48975
C004257,56852,53230,48975
C004259,43455,39200,34197
C004260,43455,39200,34197
C004262,37302,34082,30287
C004263,37302,34082,30287
C004265,59152,54782,49550
C004266,59152,54782,49550
C004268,35922,33047,29712
C004269,35922,33047,29712
C004271,44835,42075,38797
C004272,44835,42075,38797
C004274,31380,29137,26492
C004275,31380,29137,26492
C004277,47480,43627,39142
C004278,47480,43627,39142
C004280,42937,39947,36440
C004281,42937,39947,36440
C004283,27700,25515,23827
C004284,27700,25515,23827
C004286,26492,24135,22275
C004287,26492,24135,22275
C004289,27470,25515,23272
C004290,27470,25515,23272
C004292,25342,23387,22045
C004293,25342,23387,22045
C004295,33795,31495,28735
C004296,33795,31495,28735
C004298,23252,21240,18940
C004299,23252,21240,18940
C004301,27930,25400,23367
C004302,27930,25400,23367
C004304,27182,24192,21527
C004305,27182,24192,21527
C004307,49837,46502,42535
C004308,49837,46502,42535
C004310,25687,23827,20665
C004311,25687,23827,20665
C004313,38165,34370,29885
C004314,38165,34370,29885
C004331,57427,54437,50987
C004332,57427,54437,50987
C004319,28275,25630,23310
C004320,28275,25630,23310
C004322,36612,32357,27297
C004323,36612,32357,27297
C004337,39660,35635,30805
C004338,39660,35635,30805
C004343,54265,50355,45755
C004344,54265,50355,45755
C004316,30690,27297,23330
C004317,30690,27297,23330
C004325,35922,33047,29712
C004326,35922,33047,29712
C004328,41500,38050,34025
C004329,41500,38050,34025
C004334,120045,114352,107567
C004335,120045,114352,107567
C004340,36785,33680,30000
C004341,36785,33680,30000
C004346,24422,22562,19400
C004347,24422,22562,19400
C004361,20377,17905,15030
C004362,20377,17905,15030
C004364,21240,18997,16295
C004363,21240,18997,16295
C004367,31322,28562,25342
C004368,31322,28562,25342
C004370,26377,23617,21355
C004371,26377,23617,21355
C004373,28562,25802,23482
C004374,28562,25802,23482
C004376,32300,30000,27297
C004377,32300,30000,27297
C004379,22275,20147,17560
C004380,22275,20147,17560
C004382,27700,25515,23827
C004383,27700,25515,23827
